1.800000	1.420000	1.040000	1.382845	4.115694	7.946368	12.895804	18.985477	21.440000	23.420000	25.400000
2.940000	2.560000	2.180000	2.601906	5.600443	9.700161	14.922063	21.287687	23.770000	25.750000	27.730000
4.080000	3.700000	3.320000	3.820967	7.085191	11.453955	16.948322	23.589898	26.100000	28.080000	30.060000
5.220000	4.840000	4.460000	5.040028	8.569940	13.207748	18.974580	25.892108	28.430000	30.410000	32.390000
6.360000	5.980000	5.600000	6.325645	10.054689	14.961541	21.000839	28.142745	30.760000	32.740000	34.720000
8.990246	8.808945	8.627645	9.581519	12.423581	15.813464	19.911418	26.062011	28.516808	30.214282	31.911757
11.955051	11.937105	11.919158	12.658748	14.839226	16.908006	19.305619	23.783190	25.746386	27.211591	28.676797
15.035617	15.141686	15.247754	15.739560	17.370204	17.798216	18.687444	21.520794	22.962881	24.251752	25.540623
18.194621	18.398049	18.487244	18.809750	18.741272	18.377114	18.295675	19.475575	20.418883	21.320948	22.471386
16.750000	18.180000	19.610000	20.982199	22.449721	24.276529	26.469476	29.035589	31.320000	33.550000	35.780000
18.400000	19.830000	21.260000	22.563768	23.801325	25.395262	27.352378	29.679642	31.940000	34.170000	36.400000
20.050000	21.480000	22.910000	24.145337	25.152928	26.513996	28.235280	30.323695	32.560000	34.790000	37.020000
21.700000	23.130000	24.560000	25.725137	26.504532	27.632729	29.118182	30.968223	33.180000	35.410000	37.640000
21.188158	22.803684	24.419211	25.464597	26.470081	27.508664	28.830936	30.519263	32.563158	34.582632	36.602105
18.155263	20.141842	22.128421	23.934246	25.337273	27.044996	28.252663	29.411998	30.906842	32.505263	34.103684
14.643421	17.001053	19.358684	21.991799	24.496809	26.375833	28.364211	28.554031	29.513684	30.691053	31.868421
10.652632	13.381316	16.110000	19.628170	22.852821	25.520992	27.305874	27.945362	28.383684	29.140000	29.896316
9.880000	12.720000	15.560000	18.886990	22.723289	25.580957	27.441329	28.285262	28.880000	29.510000	30.140000
10.620000	13.460000	16.300000	19.652236	23.573377	26.516958	28.464336	29.396388	30.000000	30.630000	31.260000
11.360000	14.200000	17.040000	20.417483	24.423465	27.452960	29.487343	30.507514	31.120000	31.750000	32.380000
12.100000	14.940000	17.780000	21.182729	25.273553	28.388961	30.510350	31.618640	32.240000	32.870000	33.500000
